Forecast_ID,Date,Department_ID,Expected_Workload_Hours,Expected_Projects,Expected_Revenue,Season,Demand_Level
2595,8/9/2026,8,4720,39,465145,Q3,High
2596,1/9/2025,6,3441,10,193173,Q4,Low
2597,3/18/2026,5,699,47,395770,Q2,High
2598,1/6/2026,10,4978,27,178640,Q2,High
2599,5/13/2026,4,4566,26,494308,Q3,Low
2600,10/31/2026,7,2846,33,335226,Q3,Critical
2601,6/2/2025,6,2639,31,308380,Q3,Medium
2602,11/20/2026,6,643,39,491967,Q4,Medium
2603,6/17/2026,6,1878,33,131412,Q1,Critical
2604,4/21/2026,10,1009,26,214850,Q1,High
2605,4/9/2026,6,1249,1,461266,Q2,Medium
2606,12/2/2025,7,4750,28,489786,Q2,Critical
2607,3/14/2025,2,2812,15,407032,Q3,Low
2608,12/19/2026,2,1555,29,143474,Q3,Critical
2609,5/22/2026,3,4048,22,141253,Q4,Low
2610,9/14/2025,1,2680,42,230828,Q2,Low
2611,6/4/2026,7,4038,39,459893,Q3,Low
2612,11/3/2025,1,1869,32,370544,Q4,Low
2613,7/9/2026,9,894,37,386550,Q2,Critical
2614,12/9/2026,3,2035,34,405260,Q3,Critical
2615,4/12/2026,8,1089,34,234682,Q1,High
2616,7/2/2026,7,4920,3,127630,Q1,Medium
2617,1/16/2025,3,2310,31,77661,Q4,Medium
2618,7/11/2026,4,2522,35,377279,Q2,Critical
2619,1/26/2026,1,1019,49,176064,Q4,Critical
2620,4/28/2026,7,2854,33,298737,Q4,Critical
2621,7/20/2026,1,4720,10,98403,Q4,Medium
2622,8/23/2026,10,4964,14,356070,Q4,Critical
2623,12/25/2025,6,2210,14,75899,Q3,Low
2624,1/18/2026,1,973,13,345006,Q2,Medium
2625,6/23/2025,6,1516,14,137158,Q1,Critical
2626,6/14/2026,3,3432,33,372856,Q2,High
2627,3/12/2026,4,2263,49,354025,Q2,High
2628,9/19/2025,4,1927,25,402977,Q2,Critical
2629,6/7/2025,3,2152,9,190308,Q4,High
2630,10/8/2025,6,3427,17,78112,Q3,Low
2631,10/4/2025,8,4335,12,320986,Q1,Low
2632,6/8/2025,8,690,28,233939,Q3,Critical
2633,9/21/2026,6,3673,3,97983,Q4,High
2634,12/29/2025,7,2177,18,273963,Q1,Medium
2635,5/18/2026,10,1483,33,74593,Q3,Medium
2636,7/8/2025,3,3136,45,77443,Q1,Low
2637,4/22/2025,4,521,48,272899,Q3,Critical
2638,2/18/2026,10,2874,12,205125,Q3,High
2639,8/19/2026,3,3038,24,290266,Q4,Medium
2640,1/5/2025,5,3828,9,85229,Q3,Medium
2641,7/26/2025,1,2735,7,350851,Q2,High
2642,8/11/2026,4,3178,19,410012,Q4,Critical
2643,11/14/2025,10,1859,9,167427,Q2,Critical
2644,9/11/2025,6,4379,27,432726,Q4,Low
2645,10/23/2026,4,4955,1,337438,Q4,Low
2646,12/27/2026,3,1963,10,154520,Q3,High
2647,1/20/2025,4,3644,48,401420,Q4,High
2648,4/30/2025,9,3599,11,369284,Q4,Critical
2649,6/21/2025,7,4642,22,141964,Q1,Low
2650,3/8/2026,9,4939,6,147213,Q3,Critical
2651,10/26/2026,8,3117,37,383203,Q3,Low
2652,4/21/2026,1,2427,36,496489,Q4,Critical
2653,11/25/2026,2,2119,38,354234,Q4,Medium
2654,2/14/2026,3,970,31,392650,Q3,Critical
2655,4/16/2025,1,1449,36,209016,Q3,Critical
2656,7/17/2025,4,4699,36,343482,Q1,Medium
2657,11/2/2026,8,2061,8,297115,Q2,Critical
2658,6/13/2026,10,3580,49,135662,Q3,Medium
2659,7/17/2026,6,1688,2,284792,Q1,Critical
2660,5/30/2025,6,1346,21,235275,Q2,Medium
2661,7/19/2025,6,537,19,237522,Q1,Critical
2662,10/29/2025,6,3421,45,126019,Q2,High
2663,6/12/2026,2,3128,11,153666,Q4,Medium
2664,9/13/2026,2,919,18,357450,Q4,Critical
2665,12/22/2025,10,1589,7,226771,Q2,Low
2666,5/16/2026,8,956,22,232396,Q2,Low
2667,5/5/2026,4,1416,2,148131,Q1,Low
2668,9/22/2026,2,3884,21,205413,Q1,Critical
2669,12/18/2025,3,1074,17,233607,Q3,Critical
2670,7/17/2025,8,3807,40,410455,Q1,High
2671,3/1/2026,3,4337,15,473531,Q2,Critical
2672,5/10/2025,1,1777,42,345315,Q1,Low
2673,11/3/2026,2,1045,19,181277,Q4,Low
2674,2/18/2026,7,3237,12,204447,Q2,Medium
2675,5/26/2026,4,702,36,345899,Q3,High
2676,3/26/2025,2,4334,29,167468,Q1,High
2677,12/9/2025,5,4064,13,427000,Q2,High
2678,3/7/2026,4,2078,18,252892,Q3,High
2679,6/27/2026,9,1641,38,281441,Q4,Medium
2680,11/3/2026,6,806,40,193496,Q4,High
2681,7/30/2026,10,989,34,154603,Q3,Medium
2682,1/26/2025,10,787,29,287241,Q2,Critical
2683,3/15/2025,4,4660,38,378123,Q2,Medium
2684,4/5/2026,7,4481,49,140554,Q3,Low
2685,7/29/2026,3,4275,46,66509,Q2,Critical
2686,7/28/2026,6,2442,28,177374,Q2,Critical
2687,7/28/2025,6,3202,34,359966,Q1,High
2688,12/9/2026,10,1273,6,241882,Q3,Medium
2689,11/4/2025,4,4206,15,264702,Q3,Critical
2690,10/17/2025,3,855,15,178202,Q3,Low
2691,3/7/2025,3,2130,9,383437,Q2,Medium
2692,12/26/2026,4,4009,26,132234,Q1,Low
2693,10/27/2026,9,4560,1,188363,Q1,Critical
2694,12/2/2025,3,2478,3,302804,Q2,Low
2695,1/8/2025,9,2363,16,441502,Q2,Low
2696,12/28/2026,8,1364,36,153547,Q1,Low
2697,2/27/2025,2,3380,24,381436,Q4,Medium
2698,3/21/2026,2,4405,6,342724,Q4,High
2699,9/25/2026,1,3381,48,215361,Q3,Critical
2700,12/30/2025,6,3516,28,418440,Q3,High
2701,11/20/2025,8,843,46,498983,Q1,High
2702,6/14/2026,10,1599,40,167545,Q1,Low
2703,7/6/2026,4,4751,7,286473,Q4,Low
2704,9/17/2025,8,4730,5,258277,Q4,Medium
2705,2/16/2025,9,983,20,60556,Q4,Medium
2706,11/23/2025,1,2148,45,477100,Q3,Critical
2707,11/18/2026,10,2015,39,196434,Q3,Critical
2708,6/27/2025,2,665,47,283289,Q1,Medium
2709,1/7/2026,9,920,34,417956,Q2,High
2710,1/9/2026,1,4796,18,152768,Q2,Critical
2711,6/12/2026,2,1879,8,170602,Q1,High
2712,1/11/2026,5,1748,14,84604,Q2,Critical
2713,6/26/2026,1,602,41,196161,Q1,Medium
2714,3/19/2026,6,1454,12,85398,Q3,Critical
2715,11/11/2025,2,4708,26,225076,Q3,Low
2716,1/4/2026,6,2756,3,178507,Q3,High
2717,3/10/2026,4,4927,44,111040,Q1,High
2718,5/27/2026,3,3866,25,450979,Q2,Critical
2719,12/16/2026,7,2118,22,486154,Q1,Low
2720,10/29/2025,7,1329,17,299261,Q4,Low
2721,2/3/2025,5,4139,31,468877,Q2,Medium
2722,1/4/2025,5,3704,21,200036,Q4,Low
2723,7/18/2026,9,4228,31,215402,Q3,Medium
2724,8/4/2025,4,3970,10,253298,Q2,Critical
2725,1/24/2026,9,2939,46,86027,Q3,Critical
2726,2/18/2025,3,1719,13,82878,Q1,Low
2727,10/9/2025,4,1846,1,155647,Q4,High
2728,4/12/2025,4,4928,24,127138,Q2,Critical
2729,3/10/2026,9,1025,10,291942,Q2,High
2730,10/18/2025,7,2659,47,293977,Q3,Medium
2731,8/31/2025,2,1401,9,448979,Q4,Critical
2732,11/27/2025,7,4398,9,71569,Q2,High
2733,3/18/2025,4,891,3,235757,Q3,Critical
2734,5/1/2026,9,2979,44,174962,Q3,Low
2735,12/24/2026,7,3954,27,370893,Q3,Low
2736,10/6/2025,8,3970,9,238585,Q3,Low
2737,10/25/2025,2,2033,43,414605,Q2,High
2738,8/16/2026,5,1765,9,365997,Q3,Critical
2739,1/20/2025,2,1768,38,333803,Q1,Medium
2740,6/22/2025,2,4814,30,53328,Q2,Low
2741,8/15/2025,4,703,40,476507,Q3,Medium
2742,9/30/2025,5,2657,19,282067,Q2,Critical
2743,5/11/2026,8,2099,22,111375,Q3,Medium
2744,1/14/2026,10,1688,44,439457,Q1,Critical
2745,8/15/2026,8,4034,1,373777,Q1,High
2746,12/13/2026,8,3853,43,99959,Q4,Medium
2747,9/22/2025,6,4882,42,96478,Q4,Critical
2748,7/17/2026,10,504,25,78076,Q1,Low
2749,1/5/2025,8,4222,46,102243,Q1,High
2750,3/14/2025,7,1664,42,342074,Q3,High
2751,5/3/2026,1,523,26,339703,Q2,Critical
2752,8/25/2025,8,3916,45,97941,Q2,Critical
2753,4/7/2026,10,1217,41,182418,Q2,High
2754,3/1/2026,8,507,20,257729,Q3,Critical
2755,7/16/2026,1,2232,32,216280,Q2,Low
2756,12/24/2026,10,1062,7,439991,Q2,Critical
2757,11/15/2026,4,2282,13,65535,Q4,High
2758,11/29/2026,2,586,38,352480,Q3,High
2759,9/26/2026,5,2539,2,437956,Q4,Medium
2760,6/17/2025,3,1119,49,155013,Q1,Low
2761,1/3/2026,9,2368,29,427375,Q4,High
2762,4/20/2025,3,2247,25,377589,Q2,Low
2763,5/20/2025,5,4071,35,343464,Q2,Low
2764,1/13/2025,9,1123,14,445174,Q4,High
2765,8/26/2025,5,3233,32,109143,Q2,Low
2766,12/26/2026,9,1084,42,67010,Q2,Critical
2767,2/10/2025,4,3124,40,136127,Q1,Critical
2768,11/2/2025,3,3147,20,107574,Q1,Medium
2769,6/2/2026,1,4168,49,138999,Q3,Medium
2770,12/9/2026,4,4380,1,142791,Q3,Critical
2771,6/18/2026,4,820,18,373536,Q4,High
2772,9/16/2026,5,835,1,151268,Q2,Medium
2773,7/6/2025,9,4579,6,395178,Q4,Medium
2774,2/19/2025,1,4628,14,242791,Q1,Low
2775,11/22/2025,9,3365,7,126134,Q2,Low
2776,3/31/2026,3,4095,49,159758,Q2,Medium
2777,10/5/2025,10,3970,29,267923,Q4,Low
2778,10/27/2025,4,1397,26,120566,Q3,High
2779,5/21/2026,8,3329,2,446316,Q4,Medium
2780,6/1/2025,10,3363,42,379669,Q2,High
2781,2/18/2025,6,2544,6,122423,Q4,Medium
2782,10/29/2025,10,980,8,106258,Q2,Low
2783,6/21/2026,8,1532,18,313977,Q1,Medium
2784,12/1/2026,1,2857,22,279224,Q1,Medium
2785,10/22/2026,10,4721,9,342289,Q4,High
2786,8/29/2025,9,3220,29,165105,Q2,Medium
2787,9/19/2025,1,4019,47,142394,Q2,Medium
2788,5/30/2025,6,4959,7,354894,Q1,High
2789,5/8/2025,9,1889,42,59827,Q3,Critical
2790,2/2/2025,10,4072,15,337097,Q2,Low
2791,10/21/2026,6,572,17,134997,Q1,Medium
2792,1/22/2026,8,2506,4,390325,Q3,Low
2793,10/28/2026,6,2546,31,133460,Q4,Critical
2794,8/16/2025,6,4617,31,256827,Q4,Medium
2795,11/15/2025,1,2398,28,254779,Q3,Critical
2796,1/2/2026,5,2642,1,335981,Q4,High
2797,3/15/2025,10,3607,34,176426,Q3,High
2798,10/8/2025,6,3723,20,132668,Q4,Low
2799,6/15/2025,6,2554,19,110580,Q2,High
2800,8/17/2025,8,3298,48,112302,Q1,Medium
2801,7/27/2025,2,4619,31,111634,Q3,Critical
2802,3/5/2026,5,2306,22,450539,Q1,Low
2803,11/29/2026,3,4997,25,444484,Q3,Critical
2804,2/16/2026,9,4832,24,189790,Q3,Critical
2805,6/15/2026,1,1976,7,218318,Q4,Low
2806,5/26/2026,4,2634,42,208889,Q1,Low
2807,1/6/2025,4,3436,8,306691,Q4,High
2808,5/22/2025,1,1487,23,276645,Q1,Medium
2809,6/30/2026,1,1664,35,427383,Q4,Low
2810,2/17/2026,9,2014,30,479949,Q1,Critical
2811,11/7/2026,7,2894,11,396540,Q1,Critical
2812,10/6/2026,7,1781,49,140974,Q1,High
2813,6/18/2025,6,2880,15,418635,Q2,High
2814,9/3/2025,3,776,46,328590,Q4,Medium
2815,9/16/2026,3,3085,41,366747,Q4,Critical
2816,4/4/2025,5,4525,36,240952,Q1,High
2817,8/24/2026,5,2348,17,357231,Q2,Critical
2818,3/8/2025,2,1860,19,468138,Q2,Low
2819,4/25/2025,10,2421,9,94969,Q3,Critical
2820,7/7/2025,4,2487,11,237586,Q1,Medium
2821,10/5/2026,6,2698,39,423983,Q3,Low
2822,12/17/2025,2,2089,33,248880,Q2,Low
2823,2/26/2025,1,1597,11,275622,Q3,Low
2824,1/23/2025,2,4961,25,151431,Q4,Critical
2825,3/31/2026,5,4022,27,344473,Q4,Medium
2826,6/29/2025,10,1899,17,357558,Q4,Critical
2827,4/27/2026,5,4252,23,187544,Q1,Medium
2828,8/13/2025,5,2061,48,231219,Q1,Medium
2829,4/25/2026,10,3300,5,380498,Q4,Medium
2830,10/18/2025,8,2672,26,200479,Q1,Critical
2831,3/18/2026,6,1377,23,468184,Q2,High
2832,3/2/2026,8,3341,49,424335,Q1,High
2833,5/25/2025,2,3579,9,308536,Q3,Low
2834,10/29/2026,6,629,33,123258,Q4,Critical
2835,9/13/2026,4,4696,17,144193,Q4,Critical
2836,11/26/2025,3,2701,24,376654,Q3,Low
2837,10/24/2025,7,3826,48,248024,Q3,Medium
2838,6/11/2025,10,3523,26,129607,Q1,Low
2839,8/6/2026,8,4510,2,380576,Q1,High
2840,10/25/2026,1,1053,17,369339,Q2,Critical
2841,8/14/2025,2,4496,21,315129,Q3,Medium
2842,10/29/2025,4,2111,30,126787,Q1,Medium
2843,9/20/2026,10,2837,28,260974,Q2,High
2844,12/10/2026,5,3099,2,477681,Q3,Critical
2845,3/12/2025,2,2009,26,147034,Q4,Medium
2846,5/1/2026,6,2442,26,305125,Q2,Medium
2847,12/20/2026,8,3500,24,421818,Q2,High
2848,12/19/2026,10,4256,10,466179,Q3,Critical
2849,6/4/2026,9,1010,46,410792,Q4,Critical
2850,9/2/2025,9,976,23,332522,Q2,Medium
2851,1/21/2026,7,2978,27,463803,Q1,Medium
2852,6/10/2025,6,3875,5,371408,Q3,Low
2853,1/14/2025,4,3465,27,487432,Q3,High
2854,5/15/2025,7,4034,19,402715,Q4,High
2855,4/12/2026,8,2679,33,160196,Q2,Medium
2856,10/13/2026,8,4964,34,298971,Q3,Medium
2857,3/20/2026,9,1691,35,125389,Q4,Medium
2858,12/25/2026,2,754,33,89111,Q1,High
2859,7/19/2026,4,1292,11,416639,Q1,High
2860,8/25/2025,4,1829,21,366318,Q2,Medium
2861,1/25/2025,4,1932,29,74717,Q4,Critical
2862,3/5/2025,6,4683,16,74333,Q4,High
2863,9/26/2025,1,2655,22,420432,Q2,Critical
2864,2/13/2026,3,3671,34,115153,Q4,Low
2865,1/11/2026,8,2719,21,196044,Q2,High
2866,5/21/2025,8,3966,46,204950,Q2,Critical
2867,7/9/2026,3,3339,33,177140,Q3,Low
2868,6/9/2026,3,3478,14,73755,Q4,Low
2869,1/21/2025,6,3273,37,133995,Q4,High
2870,3/13/2026,4,2200,23,183785,Q3,Medium
2871,11/22/2025,8,877,41,118161,Q2,Low
2872,4/21/2025,8,4755,32,350714,Q2,Low
2873,2/2/2025,6,2024,6,485874,Q1,Critical
2874,8/17/2026,1,4749,40,162339,Q4,Low
2875,12/24/2025,1,938,39,318250,Q1,High
2876,10/17/2025,6,3149,39,266372,Q4,Critical
2877,5/21/2025,10,3503,47,496760,Q4,Critical
2878,12/3/2026,1,1497,41,449043,Q3,Critical
2879,11/16/2025,1,793,22,476981,Q2,Medium
2880,11/20/2025,10,4250,7,415145,Q2,Medium
2881,10/27/2026,8,999,35,438160,Q1,Medium
2882,8/24/2025,10,2512,14,489395,Q3,Low
2883,4/22/2025,3,2967,19,449834,Q1,Low
2884,8/2/2025,10,1451,11,321167,Q2,Critical
2885,9/11/2025,4,3108,8,215073,Q3,High
2886,11/2/2026,5,4615,7,329662,Q4,High
2887,11/18/2026,2,1820,23,452891,Q4,Low
2888,3/17/2026,3,2222,21,88433,Q4,Low
2889,2/24/2026,10,2246,8,372092,Q3,High
2890,11/28/2025,10,587,32,419064,Q2,Critical
2891,3/21/2025,4,3321,42,202496,Q4,Low
2892,12/1/2026,4,3380,28,488041,Q1,Low
2893,10/2/2025,2,2341,43,111263,Q4,Critical
2894,10/19/2025,10,3408,36,63772,Q1,Low
2895,10/27/2025,5,1637,48,297286,Q3,Critical
2896,10/4/2026,7,4361,3,315350,Q1,Medium
2897,9/29/2026,9,2337,9,297994,Q1,High
2898,2/19/2025,6,2887,44,457631,Q1,Low
2899,10/24/2025,6,1712,36,149699,Q2,Medium
2900,7/17/2025,6,4272,43,414470,Q2,Medium
2901,6/18/2025,2,3210,27,122633,Q1,Low
2902,3/10/2025,10,2057,15,351711,Q1,Critical
2903,9/27/2026,1,2743,13,415427,Q2,Low
2904,6/5/2025,6,626,45,124471,Q4,Low
2905,4/9/2026,1,3417,38,216561,Q1,Critical
2906,6/16/2025,2,2748,6,166111,Q4,Medium
2907,2/17/2026,9,3450,5,355864,Q3,Medium
2908,10/21/2026,4,3303,47,142823,Q3,High
2909,1/26/2026,5,2389,8,455971,Q2,Low
2910,2/1/2026,7,1903,24,77724,Q2,Low
2911,10/29/2026,4,2189,29,269393,Q3,Critical
2912,8/5/2025,10,2993,25,280180,Q2,Medium
2913,10/24/2026,7,4038,27,464867,Q1,Critical
2914,6/20/2025,8,604,3,388507,Q3,Low
2915,7/10/2025,5,4817,16,198441,Q3,High
2916,7/7/2025,2,3092,46,210296,Q4,Low
2917,7/26/2025,9,2279,34,469589,Q3,High
2918,3/12/2026,7,3369,23,222983,Q2,Critical
2919,6/23/2025,7,4560,12,324845,Q1,Medium
2920,5/19/2026,6,2544,48,422255,Q4,Medium
2921,3/1/2026,10,4227,36,194861,Q3,Low
2922,9/17/2025,10,3297,44,498109,Q2,High
2923,4/28/2025,2,4398,15,416404,Q2,Medium
2924,7/15/2025,2,944,26,262059,Q1,Critical
2925,9/18/2025,4,4884,39,394318,Q4,Low
2926,12/27/2026,2,2822,21,365502,Q3,Critical
2927,10/13/2026,6,4923,35,79485,Q3,Critical
2928,7/28/2026,9,4114,35,136666,Q3,Low
2929,5/12/2025,7,4742,30,218578,Q2,Critical
2930,11/15/2025,9,1778,13,60643,Q3,High
2931,1/7/2025,3,4641,16,83083,Q2,High
2932,1/2/2026,4,719,30,91951,Q2,Critical
2933,12/19/2026,5,3857,4,249727,Q3,Medium
2934,12/18/2025,2,3946,49,250186,Q1,Low
2935,10/20/2025,1,4532,9,329493,Q1,Medium
2936,7/6/2025,1,2973,5,306021,Q3,Medium
2937,1/20/2025,10,942,37,135573,Q1,Critical
2938,1/3/2025,10,3789,10,445715,Q3,High
2939,8/10/2025,7,2157,7,425677,Q4,Low
2940,6/2/2026,2,1167,35,270241,Q2,Low
2941,7/17/2026,6,3204,14,112973,Q2,Critical
2942,2/14/2025,4,4699,15,56365,Q3,Critical
2943,1/24/2026,10,2265,7,307047,Q3,Low
2944,4/11/2026,7,813,43,76850,Q2,Low
2945,11/26/2026,2,3436,14,316029,Q1,High
2946,5/22/2025,10,3788,5,478369,Q4,High
2947,4/22/2025,5,3064,24,485196,Q3,High
2948,7/20/2026,10,2989,43,440754,Q1,Low
2949,8/21/2025,6,3270,5,310378,Q2,Low
2950,12/23/2025,5,575,39,151463,Q4,Low
2951,3/18/2026,1,949,15,332163,Q4,Low
2952,1/16/2025,8,658,17,439527,Q4,Critical
2953,8/6/2025,4,2088,6,289515,Q3,Low
2954,9/25/2026,6,2712,9,331312,Q4,Medium
2955,6/29/2025,1,2488,49,225765,Q3,Critical
2956,7/5/2025,6,624,21,253561,Q4,High
2957,8/7/2026,2,2892,38,128396,Q4,Critical
2958,9/11/2026,10,3913,13,291644,Q2,Medium
2959,7/9/2025,10,2399,13,355856,Q2,Critical
2960,6/17/2025,6,4068,16,403973,Q2,Medium
2961,2/5/2026,6,2545,38,291893,Q4,Medium
2962,9/4/2025,3,796,22,402070,Q3,Low
2963,12/23/2026,6,4677,12,286904,Q2,Low
2964,4/18/2025,3,781,47,165953,Q4,Critical
2965,6/24/2025,4,944,14,169036,Q3,High
2966,6/18/2025,4,2979,16,187139,Q3,Low
2967,2/23/2026,10,1173,6,206520,Q3,Medium
2968,2/21/2025,10,2136,13,430569,Q2,Medium
2969,9/13/2025,6,1680,25,334166,Q2,Low
2970,12/2/2025,3,1279,5,313177,Q2,Medium
2971,1/6/2025,2,1852,34,363685,Q4,Critical
2972,8/29/2026,9,1048,34,384272,Q3,Critical
2973,6/11/2025,7,1515,3,232415,Q3,Low
2974,1/25/2026,9,2989,6,235214,Q1,Medium
2975,3/6/2025,7,4407,22,319621,Q3,Critical
2976,9/12/2025,3,729,12,273996,Q4,Critical
2977,4/20/2026,5,1177,27,165684,Q2,High
2978,4/30/2025,10,3934,37,247053,Q2,High
2979,7/27/2025,2,1538,5,131681,Q1,Medium
2980,12/30/2025,3,1124,24,338836,Q2,High
2981,2/19/2026,2,4471,38,463300,Q2,Low
2982,6/9/2025,3,2452,18,398776,Q1,High
2983,5/15/2025,2,1318,46,301092,Q2,Low
2984,4/11/2025,9,3125,19,151423,Q4,Low
2985,1/21/2026,3,3965,24,191028,Q1,Critical
2986,11/20/2026,7,3211,29,183621,Q2,High
2987,3/22/2025,3,3821,18,232705,Q4,Low
2988,7/12/2026,2,3340,38,97710,Q4,High
2989,12/4/2026,1,1569,2,415319,Q3,Medium
2990,8/5/2026,3,2112,4,127779,Q3,High
2991,11/7/2026,8,4941,10,283836,Q4,Low
2992,5/1/2025,3,2379,40,380872,Q3,Critical
2993,6/7/2026,9,4061,20,301724,Q2,Low
2994,11/18/2025,10,2068,36,136874,Q2,High
2995,6/20/2026,7,4235,22,157011,Q4,Medium
2996,5/27/2025,5,4930,28,157285,Q2,Medium
2997,6/30/2025,1,3134,8,450020,Q3,Low
2998,10/13/2026,10,2949,32,489776,Q4,Critical
2999,7/19/2025,6,1087,46,440243,Q3,High
3000,6/18/2025,9,3903,29,204686,Q2,Critical
3001,5/24/2025,6,4725,8,305606,Q2,Critical
3002,6/7/2026,3,2101,1,394828,Q4,Medium
3003,11/13/2026,1,2843,28,491843,Q3,High
3004,3/5/2025,4,2884,19,437170,Q2,High
3005,2/4/2025,2,1711,47,308042,Q4,Critical
3006,7/3/2025,7,4858,32,332785,Q1,Critical
3007,11/20/2025,7,2455,8,169552,Q2,Low
3008,9/6/2026,4,2538,5,199542,Q4,Critical
3009,10/21/2026,1,2490,31,382913,Q4,Medium
3010,11/5/2026,5,1723,14,96337,Q1,Medium
3011,9/15/2026,10,1815,2,267098,Q2,Medium
3012,10/7/2026,8,3253,15,311228,Q2,Critical
3013,8/8/2026,8,4382,6,278135,Q2,Low
3014,12/11/2026,7,1843,23,196205,Q1,High
3015,3/23/2025,7,4764,48,176343,Q3,High
3016,10/20/2025,6,2218,4,124832,Q3,Critical
3017,8/25/2026,5,846,25,156245,Q4,Critical
3018,6/24/2025,6,1363,10,292440,Q1,Medium
3019,7/31/2025,2,3935,17,354316,Q2,Low
3020,5/19/2025,5,1853,8,172489,Q4,Low
3021,8/26/2025,6,4628,36,154998,Q4,Critical
3022,10/18/2026,3,3150,5,194881,Q1,Critical
3023,7/10/2025,5,1635,12,279857,Q1,High
3024,10/28/2026,7,1900,47,456238,Q1,Critical
3025,10/1/2025,7,4682,25,455244,Q1,High
3026,4/9/2025,1,902,36,297308,Q1,High
3027,2/2/2026,1,4035,38,238710,Q2,Medium
3028,1/31/2025,2,4568,26,409118,Q2,Critical
3029,11/9/2025,2,4062,28,302825,Q1,High
3030,8/11/2025,6,4049,30,78874,Q4,Critical
3031,11/21/2025,10,2837,9,276283,Q2,Low
3032,11/19/2025,10,3395,8,169673,Q1,Medium
3033,3/2/2025,10,1119,41,287683,Q2,High
3034,8/1/2025,5,4264,3,136131,Q3,Medium
3035,11/14/2026,7,915,14,454415,Q4,High
3036,5/24/2025,6,2022,7,260175,Q4,High
3037,9/9/2026,6,4455,9,77523,Q4,High
3038,9/7/2025,1,3192,36,493773,Q2,Critical
3039,11/10/2026,6,884,32,155860,Q3,High
3040,5/1/2025,6,1262,18,119447,Q2,Low
3041,12/14/2025,3,4568,33,50130,Q1,Medium
3042,12/4/2025,5,4413,28,372803,Q1,Critical
3043,12/18/2026,2,2425,18,136065,Q1,Medium
3044,2/12/2026,8,3188,39,259310,Q3,Critical
3045,12/5/2025,4,2177,22,160834,Q1,Low
3046,7/1/2025,5,2775,27,75648,Q4,Low
3047,6/27/2026,5,1666,31,257100,Q2,Low
3048,9/7/2026,9,3137,47,486385,Q2,Medium
3049,4/11/2026,2,3986,7,364440,Q4,Critical
3050,6/9/2025,4,720,41,480088,Q3,Low
3051,10/12/2025,3,614,25,490717,Q2,High
3052,9/22/2026,4,2623,43,298444,Q4,Medium
3053,4/19/2026,9,1270,3,402905,Q1,High
3054,12/17/2025,9,1375,37,361281,Q3,Low
3055,12/27/2026,1,1253,39,247979,Q3,High
3056,1/4/2026,9,4442,36,468355,Q2,Low
3057,10/6/2025,7,3368,44,84496,Q2,Medium
3058,1/14/2025,2,2903,7,85958,Q1,High
3059,4/15/2025,9,797,29,288475,Q3,Medium
3060,4/29/2025,2,4445,5,151243,Q2,Low
3061,6/11/2026,1,656,46,282035,Q4,High
3062,2/9/2026,6,4491,34,496333,Q1,High
3063,5/22/2025,1,3038,13,238125,Q4,High
3064,7/26/2025,6,1446,17,142815,Q4,Low
3065,12/15/2026,5,3898,27,202545,Q3,Critical
3066,12/14/2025,8,1507,33,344889,Q2,Critical
3067,8/11/2026,1,3597,49,422773,Q3,Critical
3068,4/24/2025,3,4287,36,197406,Q2,Medium
3069,10/7/2026,7,4889,41,406718,Q2,Medium
3070,11/29/2025,3,2339,36,189766,Q2,Low
3071,11/8/2025,8,3382,35,457189,Q4,Critical
3072,1/2/2026,10,2938,39,417335,Q2,Critical
3073,7/12/2026,7,1304,38,96213,Q4,Low
3074,12/8/2026,5,1633,26,476140,Q2,High
3075,4/8/2026,10,1036,23,191951,Q3,Low
3076,1/14/2025,9,3238,33,393549,Q3,High
3077,9/8/2026,2,3304,18,239093,Q2,Low
3078,5/21/2026,2,1972,29,375976,Q4,Medium
3079,11/24/2026,2,2728,31,230240,Q1,High
3080,11/15/2026,8,4687,13,413644,Q3,High
3081,4/30/2026,2,1877,30,81803,Q3,Low
3082,10/17/2026,4,3851,40,275051,Q3,Medium
3083,10/5/2026,3,3589,21,185957,Q3,Medium
3084,7/16/2025,2,2208,3,163020,Q4,Critical
3085,6/22/2025,3,2866,36,207822,Q1,High
3086,3/17/2026,9,4357,25,291346,Q1,Critical
3087,3/19/2026,10,3280,20,247365,Q3,High
3088,3/5/2025,7,3541,15,400078,Q4,Critical
3089,7/12/2026,9,2116,12,432508,Q1,High
3090,9/25/2025,7,3790,28,327578,Q1,Medium
3091,7/24/2026,9,2190,27,296354,Q3,High
3092,3/6/2026,2,1616,49,400087,Q3,Critical
3093,12/20/2025,10,2947,41,201632,Q4,High
3094,10/13/2025,2,1260,35,204378,Q1,High
3095,11/17/2026,8,3553,21,208915,Q3,High
3096,7/18/2026,5,4143,13,473643,Q2,Low
3097,1/28/2025,5,1550,38,75571,Q3,Medium
3098,11/18/2025,6,4888,18,428522,Q4,Critical
3099,5/24/2026,3,1079,39,473309,Q3,Low
3100,12/9/2025,4,2605,26,225706,Q1,Medium
3101,12/30/2025,2,4205,44,203106,Q4,Medium
3102,11/1/2026,1,1858,22,237344,Q4,Critical
3103,11/8/2025,4,2071,35,151783,Q2,Low
3104,3/9/2026,6,1978,36,117789,Q3,Low
3105,7/26/2025,4,2832,9,421709,Q4,Low
3106,5/15/2026,3,846,32,494965,Q3,Medium
3107,12/15/2025,3,3358,2,370630,Q3,Critical
