Capacity_ID,Date,Department_ID,Available_Employees,Available_Capacity_Hours,Max_OT_Hours,Capacity_Target
5091,1/15/2026,4,248,951,7,0.95
5092,10/22/2026,9,318,2599,6,0.8
5093,9/29/2025,3,384,4988,16,0.98
5094,7/18/2025,7,472,1371,18,0.79
5095,1/2/2026,7,221,4622,8,0.95
5096,3/17/2025,3,117,3839,17,0.76
5097,4/28/2025,10,104,5055,5,0.96
5098,4/22/2026,2,420,669,15,0.91
5099,5/24/2026,7,134,2462,16,0.89
5100,2/12/2025,8,177,1759,8,0.93
5101,1/29/2026,5,84,2220,5,0.79
5102,3/24/2026,5,389,1347,10,0.79
5103,2/19/2025,8,399,3352,9,0.75
5104,8/29/2026,5,309,593,13,0.96
5105,6/28/2026,4,479,1258,9,0.77
5106,6/7/2025,3,45,4015,6,0.96
5107,2/15/2026,7,179,4098,13,0.91
5108,3/30/2025,1,161,697,16,0.95
5109,10/23/2025,1,142,3326,9,0.77
5110,5/29/2026,4,51,2311,6,0.92
5111,10/30/2025,6,364,3846,11,0.76
5112,9/24/2026,7,311,2837,14,0.82
5113,2/26/2025,9,497,4156,16,0.92
5114,12/1/2026,2,90,1456,11,0.9
5115,9/14/2026,3,369,1707,9,0.86
5116,11/15/2025,4,162,4380,10,0.8
5117,1/19/2025,6,367,1895,12,0.76
5118,2/4/2025,7,247,5879,18,0.87
5119,4/25/2025,3,479,3852,13,0.81
5120,4/10/2025,8,68,3371,6,0.8
5121,10/14/2025,4,419,4617,15,0.93
5122,9/20/2025,5,328,1752,7,0.99
5123,5/27/2025,3,404,4942,13,0.91
5124,9/4/2026,4,435,663,11,0.9
5125,3/8/2025,4,239,2821,10,0.93
5126,3/7/2026,8,394,1803,11,0.95
5127,5/30/2026,10,99,4032,10,0.89
5128,11/24/2025,2,457,4545,19,0.84
5129,11/20/2025,1,87,5451,10,0.89
5130,10/25/2025,5,388,1904,6,0.9
5131,1/15/2025,7,425,914,9,0.78
5132,8/24/2026,6,314,5296,19,0.98
5133,10/12/2025,3,236,5329,8,0.76
5134,7/28/2025,7,460,2894,16,0.84
5135,12/4/2025,1,329,3229,13,0.84
5136,4/19/2026,9,209,3549,6,0.99
5137,4/22/2026,5,301,5252,9,0.82
5138,8/18/2025,10,126,3496,14,0.79
5139,1/25/2026,5,53,5074,17,0.77
5140,3/7/2026,4,117,2858,15,0.85
5141,9/24/2025,5,52,2938,16,0.76
5142,12/29/2026,10,286,4533,11,0.85
5143,12/14/2026,6,383,5615,15,0.9
5144,1/15/2026,8,381,5162,14,0.92
5145,9/1/2025,5,479,1870,7,0.96
5146,11/24/2025,6,483,4701,10,0.95
5147,6/18/2025,10,158,1250,12,0.79
5148,7/7/2025,3,278,3446,19,0.77
5149,3/8/2026,5,97,3958,19,0.8
5150,4/23/2025,6,401,4363,14,0.79
5151,2/14/2025,5,244,4039,14,1
5152,4/24/2025,7,106,2574,19,0.89
5153,2/1/2025,6,361,2102,17,0.85
5154,12/17/2025,2,238,4982,19,0.82
5155,5/4/2025,7,42,1321,11,0.86
5156,2/7/2025,4,116,5358,9,0.91
5157,8/28/2025,9,235,1141,15,0.98
5158,2/10/2026,8,296,2727,5,0.77
5159,4/20/2025,1,451,921,7,0.8
5160,11/25/2026,5,460,3677,15,0.94
5161,10/27/2026,5,153,4294,12,0.91
5162,12/23/2025,3,485,1490,13,0.83
5163,5/17/2025,8,150,1164,9,0.84
5164,3/21/2025,2,400,5948,19,0.91
5165,11/22/2026,6,137,5191,9,0.95
5166,1/31/2025,7,370,737,5,0.79
5167,1/24/2025,9,35,1039,5,0.91
5168,5/11/2025,8,260,913,8,0.88
5169,2/27/2025,2,159,5422,15,0.96
5170,5/11/2026,7,357,3083,13,0.88
5171,12/7/2025,7,217,625,19,0.77
5172,9/6/2025,6,213,1472,11,0.84
5173,3/2/2025,3,130,4471,9,0.79
5174,12/12/2025,6,129,1336,17,0.77
5175,7/9/2026,1,34,2622,13,0.85
5176,2/27/2026,4,136,3495,12,0.99
5177,1/15/2026,3,338,1879,7,0.98
5178,8/8/2025,8,293,1821,10,0.8
5179,8/9/2025,2,367,5958,9,0.88
5180,6/5/2026,4,394,1482,17,0.85
5181,1/29/2025,10,221,5119,14,0.8
5182,4/26/2025,3,426,2898,17,0.78
5183,2/21/2025,6,299,4321,7,0.94
5184,12/9/2025,9,357,779,12,0.99
5185,12/1/2026,8,494,1087,16,0.86
5186,10/29/2026,2,497,4999,6,0.76
5187,1/16/2025,3,242,2930,7,0.78
5188,11/11/2026,3,21,755,7,0.78
5189,1/24/2026,8,439,1900,18,0.81
5190,9/10/2025,1,472,5498,11,0.94
5191,7/24/2025,5,61,4485,15,0.9
5192,3/19/2026,9,227,3123,17,0.83
5193,7/3/2026,1,453,3953,9,0.85
5194,8/31/2026,8,150,1037,16,0.85
5195,4/15/2025,4,64,4640,13,0.75
5196,3/9/2025,9,20,4913,17,1
5197,5/22/2025,10,448,989,5,0.84
5198,2/17/2025,5,206,3719,5,0.88
5199,8/17/2025,10,395,625,5,0.77
5200,11/20/2026,1,210,2360,14,0.83
5201,5/31/2026,7,244,4944,6,0.83
5202,10/2/2025,6,146,2813,8,0.84
5203,1/11/2025,1,28,2596,15,0.8
5204,3/28/2026,7,87,1448,10,0.93
5205,11/19/2026,7,367,893,11,0.83
5206,1/1/2025,2,255,4103,13,0.75
5207,8/26/2026,9,286,4639,9,0.96
5208,3/22/2026,7,316,2661,18,0.84
5209,2/28/2025,8,397,1314,8,0.82
5210,4/23/2025,1,327,4388,10,0.96
5211,3/9/2026,8,353,1013,18,0.77
5212,11/19/2026,9,123,525,7,0.77
5213,5/9/2025,5,163,2104,10,0.98
5214,11/3/2025,6,399,3281,17,0.85
5215,6/25/2025,7,201,4198,18,0.98
5216,4/5/2025,5,119,4257,14,0.94
5217,4/9/2025,8,290,5873,15,0.81
5218,3/22/2026,4,426,5659,6,0.76
5219,10/23/2025,4,229,967,11,0.77
5220,8/25/2026,5,393,2027,6,0.93
5221,3/25/2025,6,270,4010,14,1
5222,4/24/2026,6,435,4454,9,0.86
5223,12/18/2026,7,312,737,17,0.88
5224,10/26/2025,10,395,4621,6,0.95
5225,12/31/2025,6,159,1922,19,0.92
5226,8/3/2026,4,103,1542,8,0.89
5227,7/31/2026,2,398,5931,19,0.89
5228,2/8/2025,6,467,4236,12,0.9
5229,9/4/2026,6,314,4467,16,0.92
5230,3/15/2026,8,250,1257,17,0.8
5231,11/24/2026,7,71,1330,9,0.97
5232,4/29/2026,9,46,4549,9,0.92
5233,11/8/2025,4,98,2993,16,0.81
5234,11/1/2025,2,480,5688,8,0.87
5235,9/3/2026,6,75,5804,6,0.91
5236,3/15/2026,4,96,3831,7,0.82
5237,8/18/2026,6,285,5619,7,0.88
5238,7/14/2025,7,419,5795,12,0.78
5239,6/7/2026,9,208,2641,15,0.96
5240,11/5/2025,8,205,1158,17,0.75
5241,11/15/2025,3,328,3540,10,0.78
5242,1/6/2025,1,462,3204,7,0.94
5243,1/8/2025,2,413,2640,8,0.85
5244,5/6/2026,6,185,5325,11,0.8
5245,8/22/2025,1,190,2153,19,0.98
5246,1/19/2025,9,481,615,14,0.92
5247,2/8/2025,6,468,1466,8,0.96
5248,8/25/2026,4,75,5810,12,0.89
5249,2/7/2025,4,434,5690,17,0.86
5250,2/26/2026,10,144,3796,13,0.78
5251,3/8/2026,6,401,5580,6,0.9
5252,12/17/2025,10,344,2458,6,0.75
5253,12/29/2026,1,469,3836,13,0.91
5254,9/23/2026,4,482,2384,15,1
5255,4/8/2026,3,341,1844,17,0.78
5256,3/28/2026,3,350,2456,10,0.87
5257,8/9/2025,3,441,5904,12,0.77
5258,2/4/2025,8,66,3850,16,0.95
5259,11/29/2025,4,427,2977,11,0.75
5260,2/15/2026,9,292,5407,19,0.98
5261,2/15/2025,2,211,3845,12,0.87
5262,3/18/2025,1,62,2433,9,0.76
5263,5/23/2025,9,410,594,12,0.87
5264,11/30/2025,3,66,890,18,0.98
5265,1/30/2026,2,133,3512,7,0.86
5266,7/6/2026,2,260,560,9,0.91
5267,6/21/2025,7,130,4050,11,0.87
5268,2/4/2025,8,197,3180,18,0.85
5269,7/15/2026,9,414,2898,5,0.87
5270,6/28/2025,2,238,1696,8,0.8
5271,12/3/2026,8,165,2483,8,0.88
5272,11/27/2026,1,330,1677,6,0.8
5273,9/11/2026,7,172,2084,19,0.99
5274,7/4/2025,8,189,3295,16,0.77
5275,7/4/2025,10,233,4926,17,0.95
5276,12/5/2025,4,248,686,19,0.95
5277,6/11/2026,6,277,5287,13,1
5278,3/19/2026,1,141,5997,8,0.8
5279,4/3/2026,8,428,3184,14,0.86
5280,9/2/2025,7,239,3566,12,0.95
5281,6/1/2025,8,208,1223,15,0.97
5282,11/26/2026,2,189,2584,15,0.98
5283,7/6/2025,4,237,1498,8,0.96
5284,6/18/2025,9,369,5278,7,0.89
5285,6/22/2025,6,193,4104,17,0.87
5286,12/11/2026,3,102,2090,6,0.97
5287,6/26/2026,2,165,4411,8,0.9
5288,3/25/2026,7,243,3027,7,0.82
5289,6/27/2025,6,200,4810,10,0.8
5290,7/31/2026,4,96,2068,13,0.96
5291,5/20/2026,8,330,2976,6,0.96
5292,6/14/2025,5,353,4029,7,0.85
5293,4/24/2025,5,366,2030,18,0.98
5294,4/6/2025,10,495,1034,5,0.93
5295,7/9/2026,7,194,2358,13,0.78
5296,6/21/2025,1,262,1758,18,0.87
5297,9/9/2025,10,115,2311,13,0.77
5298,11/10/2026,4,69,5738,19,0.96
5299,3/18/2026,3,326,1146,17,0.91
5300,11/16/2026,7,87,4912,14,0.93
5301,8/12/2025,3,426,4668,16,0.89
5302,10/12/2025,9,259,1569,6,0.94
5303,7/30/2025,7,153,1664,7,0.86
5304,7/26/2026,5,412,692,10,0.89
5305,1/23/2025,2,297,3635,6,0.86
5306,1/7/2026,3,232,1328,17,0.95
5307,5/7/2026,4,467,2403,7,0.97
5308,2/6/2026,7,264,1890,6,0.76
5309,5/4/2026,8,26,3976,15,0.9
5310,3/11/2025,2,248,4283,10,0.93
5311,4/7/2025,10,491,4588,13,0.87
5312,11/27/2026,5,232,3418,11,0.8
5313,10/27/2025,5,458,5276,14,0.97
5314,7/14/2026,10,428,2864,10,0.89
5315,8/17/2025,7,85,3384,11,0.93
5316,2/18/2026,4,283,1447,17,0.88
5317,6/17/2026,7,453,3098,16,0.75
5318,8/19/2025,7,196,3144,8,0.83
5319,11/18/2026,3,280,5797,14,0.83
5320,1/7/2026,10,112,582,10,0.95
5321,1/2/2026,2,106,3431,14,0.93
5322,9/5/2026,5,252,5302,18,0.92
5323,5/5/2025,2,468,4401,8,0.97
5324,3/9/2026,4,233,3923,9,0.89
5325,7/24/2025,9,35,4363,13,0.9
5326,9/3/2026,6,404,2893,19,0.98
5327,4/22/2026,3,220,5925,17,0.77
5328,2/27/2026,1,168,840,18,0.93
5329,7/6/2026,7,90,4783,15,0.97
5330,4/19/2026,9,261,4806,15,0.94
5331,3/16/2026,8,439,1816,19,0.83
5332,4/9/2026,8,156,5974,13,0.84
5333,5/3/2025,9,428,3716,6,0.79
5334,7/25/2025,9,425,3487,13,0.9
5335,6/8/2025,3,177,4864,10,0.91
5336,6/4/2026,2,27,1867,9,0.79
5337,11/7/2025,4,369,1939,15,0.85
5338,5/11/2026,1,381,1222,17,0.85
5339,4/12/2026,5,122,4657,11,0.76
5340,6/3/2026,4,374,2030,9,0.95
5341,5/16/2025,5,49,3205,5,0.96
5342,7/29/2025,4,225,998,14,0.91
5343,9/11/2025,3,20,1391,6,0.97
5344,3/9/2025,5,182,3223,5,0.86
5345,10/2/2026,5,59,3608,15,0.95
5346,11/13/2025,4,20,2527,16,0.8
5347,12/6/2025,9,71,5612,11,0.91
5348,8/21/2025,10,428,5784,12,1
5349,2/5/2026,4,111,2853,13,0.9
5350,8/25/2026,10,450,2640,8,0.88
5351,4/28/2026,2,443,2992,12,0.98
5352,11/12/2026,8,400,4515,13,0.92
5353,5/21/2026,10,117,1987,7,0.76
5354,4/26/2025,5,42,5865,13,0.82
5355,11/28/2026,7,34,3308,6,0.95
5356,11/4/2025,7,270,551,7,0.89
5357,4/23/2025,1,201,3026,10,0.96
5358,10/26/2026,10,74,3561,6,0.78
5359,1/27/2025,4,240,1823,5,0.97
5360,3/26/2025,6,258,4301,19,0.77
5361,8/23/2025,5,486,1549,19,0.77
5362,3/8/2025,7,466,968,15,0.85
5363,5/1/2026,4,174,3247,6,0.75
5364,12/15/2025,7,42,4588,19,0.81
5365,10/16/2026,7,365,3484,18,0.78
5366,10/23/2025,6,171,804,19,0.83
5367,9/2/2026,7,395,3618,15,0.87
5368,2/2/2026,1,70,1902,10,0.75
5369,9/18/2025,9,429,4240,15,0.83
5370,8/24/2026,3,444,2828,12,0.97
5371,2/25/2026,5,359,3200,14,0.99
5372,6/6/2026,3,163,1212,9,0.9
5373,1/7/2026,7,196,3422,19,0.93
5374,5/28/2026,10,210,989,7,0.81
5375,3/12/2025,8,59,2047,12,0.94
5376,2/3/2026,7,328,871,12,0.78
5377,8/22/2025,1,494,786,13,0.76
5378,5/20/2026,3,394,3722,5,0.87
5379,9/29/2026,8,181,3012,17,0.88
5380,9/8/2025,1,459,901,16,0.95
5381,4/20/2025,8,212,893,5,0.76
5382,11/11/2025,9,310,4725,6,0.97
5383,1/21/2025,9,207,2678,5,0.8
5384,12/27/2026,10,224,5717,17,0.87
5385,11/10/2026,6,77,3198,8,0.79
5386,10/8/2026,3,82,3528,15,0.77
5387,11/7/2026,8,143,5621,16,0.82
5388,2/26/2025,6,282,2771,18,0.98
5389,3/12/2026,5,166,5587,18,0.81
5390,1/15/2026,5,190,1827,8,0.85
5391,11/20/2025,7,487,3809,14,0.9
5392,10/4/2025,9,184,4473,13,0.9
5393,6/20/2025,1,492,5569,15,0.98
5394,1/14/2026,3,223,5592,9,0.78
5395,1/22/2025,2,208,4499,8,0.79
5396,7/12/2025,3,276,1272,6,0.89
5397,4/23/2025,7,144,989,17,0.95
5398,2/7/2025,3,449,4642,15,0.82
5399,1/10/2026,9,297,4788,18,0.91
5400,6/10/2026,7,103,845,13,0.81
5401,5/26/2026,8,251,2073,11,0.96
5402,6/22/2025,10,42,4163,8,0.96
5403,11/10/2026,10,397,1621,19,0.94
5404,9/20/2025,8,331,3713,17,0.86
5405,8/25/2025,5,394,3146,16,0.96
5406,12/26/2026,8,210,1162,15,0.77
5407,7/25/2026,10,211,5346,17,0.99
5408,12/6/2026,6,123,3674,9,0.76
5409,1/27/2025,10,430,3095,19,0.93
5410,7/26/2026,8,365,594,15,0.98
5411,8/26/2025,8,162,4313,10,0.94
5412,12/22/2026,8,321,1423,17,0.84
5413,3/20/2026,9,145,2166,13,0.83
5414,6/17/2026,10,195,3083,12,0.77
5415,6/6/2025,1,484,2076,12,0.95
5416,3/25/2025,7,116,1401,19,0.98
5417,6/15/2025,2,494,1260,16,0.84
5418,5/4/2025,4,372,1902,19,0.78
5419,6/21/2026,9,239,2531,11,0.81
5420,7/6/2025,8,402,3869,19,0.77
5421,12/3/2026,9,50,2256,17,0.77
5422,4/8/2025,5,240,1477,10,0.81
5423,5/4/2025,1,402,668,6,0.95
5424,2/3/2026,1,90,2625,16,0.76
5425,8/2/2026,3,368,4822,12,0.81
5426,9/1/2026,9,232,2282,12,0.81
5427,7/26/2025,3,356,1848,16,0.86
5428,5/25/2025,6,347,3796,17,0.78
5429,4/29/2026,3,455,3978,8,0.87
5430,10/17/2026,9,330,3328,8,0.79
5431,8/30/2025,8,494,1269,6,0.76
5432,6/15/2025,2,495,5636,14,0.96
5433,6/9/2026,6,264,4970,8,0.97
5434,3/24/2026,8,165,1371,5,0.92
5435,8/14/2025,4,135,1866,15,0.93
5436,6/1/2025,5,360,1435,18,0.93
5437,5/23/2025,1,409,5120,17,0.86
5438,12/18/2026,6,245,3490,9,1
5439,6/7/2025,1,113,4602,14,0.85
5440,12/23/2025,1,117,613,6,0.78
5441,6/19/2026,2,75,710,17,0.77
5442,9/8/2026,7,385,5431,16,0.82
5443,8/14/2025,6,279,626,5,0.8
5444,1/28/2026,8,139,3181,12,0.85
5445,9/13/2025,8,424,2956,5,0.97
5446,4/13/2025,3,126,5054,18,0.83
5447,5/23/2025,3,157,4234,12,0.85
5448,3/10/2025,3,424,812,8,0.76
5449,6/29/2025,1,312,666,8,0.94
5450,12/6/2026,6,57,5236,17,0.91
5451,9/14/2026,6,67,1650,6,0.88
5452,5/1/2026,1,265,3288,11,0.84
5453,3/9/2026,2,393,4085,18,0.93
5454,9/9/2025,5,60,4426,5,0.94
5455,3/13/2025,7,57,1155,17,0.91
5456,7/18/2026,10,391,1349,15,0.98
5457,11/4/2025,8,251,4466,8,0.77
5458,9/29/2026,3,57,838,17,0.86
5459,12/28/2025,7,479,3420,19,1
5460,11/14/2025,10,213,656,11,0.79
5461,7/3/2025,5,84,5224,12,0.91
5462,8/27/2025,8,114,1506,15,0.95
5463,11/12/2025,4,106,5027,19,0.96
5464,9/23/2025,10,342,1965,17,0.91
5465,1/19/2025,10,477,5071,15,0.91
5466,7/21/2026,5,348,3488,11,0.98
5467,4/18/2026,7,243,2854,15,0.89
5468,4/6/2026,2,94,5914,7,0.83
5469,9/16/2026,2,336,3692,5,0.85
5470,6/5/2025,10,48,2765,6,0.81
5471,12/26/2026,3,270,548,19,0.88
5472,7/15/2025,9,79,3654,16,0.78
5473,4/14/2025,2,236,4743,7,0.91
5474,4/6/2026,7,423,4984,10,0.77
5475,11/25/2025,10,296,5432,8,0.89
5476,8/19/2026,9,33,4321,16,0.81
5477,2/15/2026,8,314,859,15,0.94
5478,8/21/2025,2,61,1762,17,0.86
5479,5/8/2026,8,85,2691,7,0.91
5480,2/5/2025,8,100,2158,12,0.92
5481,3/7/2026,9,410,2080,17,0.92
5482,1/12/2025,8,402,5858,12,0.78
5483,6/28/2025,1,432,3478,17,0.84
5484,9/5/2025,4,145,4394,15,1
5485,1/25/2025,1,350,543,18,0.82
5486,3/20/2026,1,192,5273,15,0.92
5487,1/4/2026,5,234,5233,10,0.87
5488,1/18/2025,1,448,4803,19,0.83
5489,6/7/2026,8,79,5640,5,0.91
5490,2/2/2025,6,395,5498,19,0.84
5491,7/15/2026,8,449,4191,12,0.99
5492,7/29/2026,3,146,2924,5,0.82
5493,7/30/2026,4,374,3329,9,0.89
5494,3/22/2026,6,429,2780,14,0.78
5495,5/22/2026,10,39,5878,5,0.96
5496,5/30/2025,8,453,1079,6,0.86
5497,8/29/2025,3,300,2466,8,0.96
5498,4/30/2026,4,181,5290,8,0.87
5499,8/15/2025,7,479,5950,12,0.86
5500,11/8/2026,2,204,4821,19,0.9
5501,9/13/2025,9,46,3105,16,0.9
5502,12/7/2025,8,421,4561,10,0.84
5503,5/5/2026,9,176,2344,16,0.75
5504,11/8/2026,2,190,4040,13,0.84
5505,3/18/2026,9,76,2128,18,0.81
5506,8/13/2026,6,255,4713,8,0.8
5507,11/2/2026,4,190,4069,8,0.99
5508,5/3/2026,7,160,4872,8,0.8
5509,3/6/2025,2,171,1471,12,0.76
5510,7/18/2026,9,342,3820,9,0.92
5511,10/27/2026,2,81,4374,12,0.89
5512,5/10/2025,3,449,4371,16,0.93
5513,12/15/2025,10,340,2387,6,0.92
5514,4/16/2025,4,430,3906,17,0.78
5515,9/8/2026,9,161,793,16,0.92
5516,12/5/2025,1,410,4601,5,0.85
5517,1/2/2026,8,27,2299,7,0.77
5518,9/29/2026,9,431,4893,11,0.99
5519,4/4/2025,4,365,2536,19,0.8
5520,3/23/2025,3,76,4389,16,0.93
5521,12/19/2026,8,373,4657,17,0.91
5522,10/3/2026,6,222,1305,16,0.78
5523,10/30/2025,5,110,528,9,0.79
5524,2/8/2025,5,489,2509,10,0.79
5525,7/11/2025,6,203,5816,9,0.93
5526,11/30/2025,1,161,3668,11,0.95
5527,12/28/2026,9,483,4629,7,0.91
5528,12/21/2026,9,436,5219,10,0.94
5529,9/5/2025,7,243,1598,7,0.88
5530,11/24/2026,7,263,4220,14,0.89
5531,5/20/2025,2,24,4221,12,0.9
5532,8/15/2026,1,339,4879,14,0.89
5533,3/30/2026,2,217,4699,10,0.91
5534,3/13/2026,3,211,3380,17,0.9
5535,4/25/2026,9,306,2127,18,0.91
5536,12/10/2025,5,45,849,17,0.86
5537,12/19/2026,10,198,1685,14,0.87
5538,9/13/2025,6,223,1809,16,0.8
5539,8/1/2025,9,70,2976,14,0.95
5540,10/21/2026,2,30,3387,15,0.81
5541,4/24/2025,5,392,5198,8,0.87
5542,12/18/2025,3,349,1822,7,0.9
5543,6/4/2026,1,113,1257,13,0.87
5544,9/20/2025,4,447,1529,5,0.85
5545,3/29/2026,8,424,5780,14,0.79
5546,9/19/2026,2,364,1088,11,0.8
5547,12/1/2026,9,298,1528,10,0.89
5548,7/7/2025,4,43,1902,11,0.8
5549,6/25/2025,4,463,5262,10,0.79
5550,1/16/2026,8,389,3952,16,0.77
5551,9/21/2025,6,316,4819,9,0.98
5552,3/28/2025,3,267,4748,19,0.93
5553,11/2/2026,10,314,865,18,0.76
5554,7/23/2025,9,160,5335,8,0.75
5555,5/15/2025,7,191,4760,17,0.93
5556,6/7/2025,8,67,630,13,0.87
5557,9/3/2025,1,321,3825,5,0.89
5558,7/2/2025,8,159,2405,16,0.95
5559,10/9/2025,1,211,3475,11,0.87
5560,12/13/2025,8,405,4063,5,0.76
5561,7/1/2025,2,62,2352,7,1
5562,5/31/2025,1,42,881,11,0.87
5563,2/4/2025,2,286,4338,19,0.78
5564,3/19/2025,9,481,542,17,0.94
5565,4/8/2026,5,422,1102,17,0.88
5566,2/4/2025,7,296,5018,15,0.85
5567,5/13/2026,7,387,3360,8,0.96
5568,9/30/2025,6,397,4300,9,0.92
5569,5/2/2025,2,206,3304,7,0.84
5570,12/7/2026,3,198,4171,6,0.77
5571,5/8/2025,2,396,2706,18,0.91
5572,5/5/2026,2,199,4501,18,0.83
5573,11/17/2026,2,494,3290,14,0.96
5574,7/7/2025,2,316,1385,15,0.97
5575,2/21/2025,1,480,2482,14,0.98
5576,5/2/2026,2,268,3590,5,0.98
5577,10/22/2026,2,165,1110,17,0.9
5578,10/11/2026,1,355,4008,15,0.96
5579,7/12/2025,3,332,2819,6,0.9
5580,1/1/2025,4,268,2445,9,0.91
5581,10/15/2025,8,488,3537,15,0.84
5582,9/9/2026,7,90,4711,5,0.9
5583,6/20/2026,4,329,4772,9,0.82
5584,4/7/2025,3,337,2196,6,0.8
5585,3/24/2025,2,134,3336,13,0.92
5586,2/24/2026,8,189,4070,8,0.9
5587,10/27/2025,2,295,5583,10,0.94
5588,1/20/2025,5,122,629,15,0.81
5589,8/30/2026,7,219,1784,9,0.85
5590,10/8/2026,5,222,2084,16,0.79
5591,11/26/2026,7,116,2540,11,0.76
5592,1/24/2026,2,216,2196,9,0.9
5593,9/28/2026,8,454,3629,9,0.78
5594,3/18/2026,5,332,1386,6,0.87
5595,12/25/2026,1,189,2724,8,0.75
5596,9/24/2026,7,485,2683,16,0.8
5597,3/14/2025,2,111,853,5,0.78
5598,8/5/2025,5,343,4552,14,0.76
5599,12/27/2025,8,131,4716,5,0.82
5600,12/12/2026,4,266,5068,13,0.8
5601,6/9/2025,7,440,5243,13,0.78
5602,4/17/2025,1,361,2871,14,0.87
5603,1/11/2025,4,225,3847,5,0.78
5604,12/30/2025,8,440,4750,10,0.76
5605,7/28/2026,8,456,4254,19,0.95
5606,10/13/2025,1,151,3981,10,0.97
5607,6/12/2025,2,95,5405,6,0.93
5608,3/2/2026,7,482,4364,14,0.92
5609,7/9/2025,2,175,5397,11,0.81
5610,9/27/2025,4,352,1615,5,0.8
5611,5/6/2025,10,82,3975,18,0.85
5612,12/29/2025,6,72,823,16,0.79
5613,1/22/2025,10,359,3200,7,0.96
5614,9/21/2025,3,476,1023,15,0.95
5615,1/18/2026,7,412,5491,15,0.77
5616,3/3/2026,3,480,662,19,0.8
5617,11/11/2026,6,206,4488,18,0.94
5618,4/3/2025,6,325,964,15,0.85
5619,3/2/2026,5,468,768,14,0.94
5620,8/29/2025,10,148,2070,17,0.98
5621,12/22/2025,2,461,4352,9,0.76
5622,7/10/2026,5,329,4641,5,0.97
5623,8/14/2025,3,141,1852,9,0.89
5624,9/24/2025,2,206,664,13,0.78
5625,3/21/2026,3,489,1957,11,0.96
5626,5/14/2026,8,115,2737,5,0.92
5627,12/6/2026,3,26,2167,8,0.86
5628,1/27/2026,3,224,3653,17,0.95
5629,9/6/2026,7,43,2973,11,0.86
5630,8/29/2026,10,161,3600,5,0.95
5631,12/18/2025,7,378,5346,11,0.84
5632,4/22/2026,6,210,3963,12,0.77
5633,12/11/2026,8,299,3349,18,0.83
5634,11/29/2026,6,251,1968,8,0.87
5635,12/20/2025,1,362,537,16,0.96
5636,10/25/2026,2,138,3352,14,0.94
5637,8/21/2025,6,315,3875,9,0.93
5638,8/18/2025,5,139,902,11,0.89
5639,4/27/2025,5,34,1797,17,0.99
5640,3/29/2026,9,279,4235,10,0.9
5641,3/23/2025,9,255,2257,9,0.99
5642,11/4/2026,1,317,2722,14,0.86
5643,9/10/2025,4,356,675,9,0.96
5644,12/26/2025,4,466,3885,14,0.95
5645,4/20/2025,8,465,2709,11,0.79
5646,3/9/2025,8,48,2611,11,0.82
5647,1/30/2025,5,38,1852,19,0.85
5648,2/4/2025,2,61,1914,10,0.75
5649,9/26/2026,5,464,4725,13,0.94
5650,3/1/2026,1,195,3314,17,0.99
5651,8/26/2026,8,83,4238,19,0.93
5652,6/19/2025,10,173,2407,5,0.82
5653,7/29/2026,9,440,5792,9,0.91
5654,6/23/2025,10,71,3706,17,0.95
5655,11/12/2025,2,259,2826,10,0.83
5656,11/2/2026,2,128,730,14,0.86
5657,12/21/2025,9,124,5791,19,0.86
5658,4/5/2025,7,323,3615,15,0.89
5659,5/29/2026,8,138,1114,5,0.84
5660,2/26/2026,7,318,2995,5,0.83
5661,3/19/2025,4,20,1476,10,0.89
5662,8/10/2026,2,23,4502,5,0.99
5663,5/24/2026,6,256,2151,8,0.76
5664,11/24/2026,9,187,5688,16,0.9
5665,6/5/2025,2,30,4492,8,0.96
5666,3/3/2026,8,76,3325,16,0.84
5667,1/14/2026,2,277,689,8,0.88
5668,5/6/2025,7,82,632,12,0.81
5669,2/15/2025,5,145,2967,18,0.91
5670,5/16/2025,7,220,2044,11,0.84
5671,12/30/2025,7,211,3357,12,0.84
5672,9/25/2026,5,231,665,8,0.85
5673,12/11/2025,1,337,1690,18,0.85
5674,12/16/2025,2,252,5473,10,0.92
5675,7/30/2025,4,56,5736,8,0.85
5676,5/3/2026,10,78,5071,5,0.78
5677,1/27/2026,4,476,4919,17,0.81
5678,4/23/2026,1,471,2705,14,0.87
5679,12/12/2026,9,426,5784,13,0.87
5680,1/22/2026,6,393,2302,8,0.88
5681,3/14/2026,2,468,1965,18,0.75
5682,2/17/2026,5,117,2869,8,0.82
5683,9/21/2026,9,443,3043,14,0.89
5684,9/8/2025,6,114,2234,16,0.96
5685,12/24/2025,2,491,3520,9,0.94
5686,4/30/2025,6,77,2422,15,0.82
5687,8/21/2026,8,40,4050,14,0.91
5688,12/20/2026,7,228,3669,10,0.94
5689,4/4/2025,10,184,1375,7,0.93
5690,3/13/2026,2,84,5967,11,0.84
5691,6/15/2026,9,167,1110,13,0.8
5692,1/3/2026,6,20,1573,15,0.76
5693,6/6/2026,8,52,5993,13,0.83
5694,10/11/2025,3,36,1545,13,0.83
5695,10/25/2025,4,262,4341,14,0.79
5696,8/6/2026,9,362,5294,8,0.89
5697,3/28/2025,1,55,1785,7,0.76
5698,5/1/2025,1,53,545,19,0.99
5699,12/21/2025,10,489,5938,8,0.98
5700,8/1/2025,2,115,1365,9,0.76
